Name,Exchange,root_ticker,google_finance_ticker,
"AGORA Hospitality Group Co.,Ltd.",Tokyo Stock Exchange,9704,TYO:9704,
"Japan Airport Terminal Co.,ltd.",Tokyo Stock Exchange,9706,TYO:9706,
"UNIMAT Retirement Community Co.,Ltd.",Tokyo Stock Exchange,9707,TYO:9707,
"Imperial Hotel,Ltd.",Tokyo Stock Exchange,9708,TYO:9708,
"NCS&A CO.,LTD.",Tokyo Stock Exchange,9709,TYO:9709,
"THE ROYAL HOTEL,LIMITED",Tokyo Stock Exchange,9713,TYO:9713,
transcosmos inc.,Tokyo Stock Exchange,9715,TYO:9715,
"NOMURA Co.,Ltd.",Tokyo Stock Exchange,9716,TYO:9716,
"JASTEC Co.,Ltd.",Tokyo Stock Exchange,9717,TYO:9717,
SCSK Corporation,Tokyo Stock Exchange,9719,TYO:9719,
"HOTEL NEWGRAND CO.,LTD.",Tokyo Stock Exchange,9720,TYO:9720,
FUJITA KANKO INC.,Tokyo Stock Exchange,9722,TYO:9722,
"THE KYOTO HOTEL,LTD.",Tokyo Stock Exchange,9723,TYO:9723,
"KNT-CT Holdings Co.,Ltd.",Tokyo Stock Exchange,9726,TYO:9726,
"NIPPON KANZAI Co.,Ltd.",Tokyo Stock Exchange,9728,TYO:9728,
TOKAI Corp.,Tokyo Stock Exchange,9729,TYO:9729,
"Hakuyosha Company,Ltd.",Tokyo Stock Exchange,9731,TYO:9731,
Nagase Brothers Inc.,Tokyo Stock Exchange,9733,TYO:9733,
Kabushiki Kaisha Seiyoken.,Tokyo Stock Exchange,9734,TYO:9734,
"SECOM CO.,LTD.",Tokyo Stock Exchange,9735,TYO:9735,
"NIPPON SYSTEMWARE CO.,LTD.",Tokyo Stock Exchange,9739,TYO:9739,
"CENTRAL SECURITY PATROLS CO.,LTD.",Tokyo Stock Exchange,9740,TYO:9740,
INES Corporation,Tokyo Stock Exchange,9742,TYO:9742,
"TANSEISHA CO.,LTD.",Tokyo Stock Exchange,9743,TYO:9743,
MEITEC CORPORATION,Tokyo Stock Exchange,9744,TYO:9744,
TKC Corporation,Tokyo Stock Exchange,9746,TYO:9746,
ASATSU-DK INC.,Tokyo Stock Exchange,9747,TYO:9747,
NJK CORPORATION,Tokyo Stock Exchange,9748,TYO:9748,
FUJI SOFT INCORPORATED,Tokyo Stock Exchange,9749,TYO:9749,
IX Knowledge Incorporated,Tokyo Stock Exchange,9753,TYO:9753,
OYO Corporation,Tokyo Stock Exchange,9755,TYO:9755,
Funai Soken Holdings Incorporated,Tokyo Stock Exchange,9757,TYO:9757,
"JAPAN SYSTEMS CO.,LTD.",Tokyo Stock Exchange,9758,TYO:9758,
"NSD CO.,LTD.",Tokyo Stock Exchange,9759,TYO:9759,
"SHINGAKUKAI CO.,LTD.",Tokyo Stock Exchange,9760,TYO:9760,
"TOKAI LEASE CO.,LTD.",Tokyo Stock Exchange,9761,TYO:9761,
"Marubeni Construction Material Lease Co.,Ltd.",Tokyo Stock Exchange,9763,TYO:9763,
"Giken Kogyo Co.,Ltd.",Tokyo Stock Exchange,9764,TYO:9764,
"OHBA CO.,LTD.",Tokyo Stock Exchange,9765,TYO:9765,
KONAMI HOLDINGS CORPORATION,Tokyo Stock Exchange,9766,TYO:9766,
"NIKKEN KOGAKU CO.,LTD.",Tokyo Stock Exchange,9767,TYO:9767,
"IDEA Consultants,Inc.",Tokyo Stock Exchange,9768,TYO:9768,
"GAKKYUSHA CO.,LTD.",Tokyo Stock Exchange,9769,TYO:9769,
SAPPORO CLINICAL LABORATORY INC.,Tokyo Stock Exchange,9776,TYO:9776,
"SUBARU CO.,LTD.",Tokyo Stock Exchange,9778,TYO:9778,
HARIMA B.STEM CORPORATION,Tokyo Stock Exchange,9780,TYO:9780,
DMS INC.,Tokyo Stock Exchange,9782,TYO:9782,
"Benesse Holdings,Inc.",Tokyo Stock Exchange,9783,TYO:9783,
"AEON DELIGHT CO.,LTD.",Tokyo Stock Exchange,9787,TYO:9787,
"NAC CO.,LTD.",Tokyo Stock Exchange,9788,TYO:9788,
"Fukui Computer Holdings,Inc.",Tokyo Stock Exchange,9790,TYO:9790,
BIKEN TECHNO CORPORATION,Tokyo Stock Exchange,9791,TYO:9791,
"NICHIIGAKKAN CO.,LTD.",Tokyo Stock Exchange,9792,TYO:9792,
"Daiseki Co.,Ltd.",Tokyo Stock Exchange,9793,TYO:9793,
"STEP CO.,LTD.",Tokyo Stock Exchange,9795,TYO:9795,
"NIPPON ENGINEERING CONSULTANTS CO.,LTD.",Tokyo Stock Exchange,9797,TYO:9797,
"ASAHI INTELLIGENCE SERVICE CO.,LTD.",Tokyo Stock Exchange,9799,TYO:9799,
NIPPON STEEL & SUMIKIN BUSSAN CORPORATION,Tokyo Stock Exchange,9810,TYO:9810,
"T.O.OGASAWARA CO.,LTD.",Tokyo Stock Exchange,9812,TYO:9812,
Striders Corporation,Tokyo Stock Exchange,9816,TYO:9816,
"DAIMARU ENAWIN Co.,Ltd.",Tokyo Stock Exchange,9818,TYO:9818,
MT GENEX CORPORATION,Tokyo Stock Exchange,9820,TYO:9820,
Mammy Mart Corporation,Tokyo Stock Exchange,9823,TYO:9823,
"SENSHU ELECTRIC CO.,LTD.",Tokyo Stock Exchange,9824,TYO:9824,
JEUGIA Corporation,Tokyo Stock Exchange,9826,TYO:9826,
"Lilycolor Co.,Ltd.",Tokyo Stock Exchange,9827,TYO:9827,
"GENKI SUSHI CO.,LTD.",Tokyo Stock Exchange,9828,TYO:9828,
"NAGANO TOKYU DEPARTMENT STORE CO.,LTD.",Tokyo Stock Exchange,9829,TYO:9829,
TRUSCO NAKAYAMA CORPORATION,Tokyo Stock Exchange,9830,TYO:9830,
"YAMADA DENKI CO.,LTD.",Tokyo Stock Exchange,9831,TYO:9831,
"AUTOBACS SEVEN CO.,LTD.",Tokyo Stock Exchange,9832,TYO:9832,
"JUNTENDO CO.,LTD.",Tokyo Stock Exchange,9835,TYO:9835,
LEVI STRAUSS JAPAN KABUSHIKI KAISHA,Tokyo Stock Exchange,9836,TYO:9836,
"MORITO CO.,LTD.",Tokyo Stock Exchange,9837,TYO:9837,
"ARCLAND SAKAMOTO CO.,LTD.",Tokyo Stock Exchange,9842,TYO:9842,
"Nitori Holdings Co.,Ltd.",Tokyo Stock Exchange,9843,TYO:9843,
PARKER CORPORATION,Tokyo Stock Exchange,9845,TYO:9845,
"TENMAYA STORE CO.,LTD.",Tokyo Stock Exchange,9846,TYO:9846,
KYODO PAPER HOLDINGS,Tokyo Stock Exchange,9849,TYO:9849,
"GOURMET KINEYA CO.,LTD.",Tokyo Stock Exchange,9850,TYO:9850,
CHUO BUSSAN CORPORATION,Tokyo Stock Exchange,9852,TYO:9852,
"GINZA RENOIR CO.,LTD.",Tokyo Stock Exchange,9853,TYO:9853,
"AIGAN CO.,LTD.",Tokyo Stock Exchange,9854,TYO:9854,
"KUROGANEYA.CO.,LTD.",Tokyo Stock Exchange,9855,TYO:9855,
"KU HOLDINGS CO.,LTD.",Tokyo Stock Exchange,9856,TYO:9856,
EIWA CORPORATION,Tokyo Stock Exchange,9857,TYO:9857,
"YOSHINOYA HOLDINGS CO.,LTD.",Tokyo Stock Exchange,9861,TYO:9861,
Solekia Limited,Tokyo Stock Exchange,9867,TYO:9867,
"KATO SANGYO CO.,LTD.",Tokyo Stock Exchange,9869,TYO:9869,
"KITAKEI CO.,LTD.",Tokyo Stock Exchange,9872,TYO:9872,
"KFC Holdings Japan,Ltd.",Tokyo Stock Exchange,9873,TYO:9873,
"COX CO.,LTD.",Tokyo Stock Exchange,9876,TYO:9876,
"SEKIDO CO.,LTD.",Tokyo Stock Exchange,9878,TYO:9878,
INNOTECH CORPORATION,Tokyo Stock Exchange,9880,TYO:9880,
YELLOW HAT LTD.,Tokyo Stock Exchange,9882,TYO:9882,
"CHARLE CO.,LTD.",Tokyo Stock Exchange,9885,TYO:9885,
"MATSUYA FOODS CO.,LTD.",Tokyo Stock Exchange,9887,TYO:9887,
"UEX,LTD.",Tokyo Stock Exchange,9888,TYO:9888,
JBCC Holdings Inc.,Tokyo Stock Exchange,9889,TYO:9889,
"MAKIYA CO.,LTD.",Tokyo Stock Exchange,9890,TYO:9890,
CONSEC CORPORATION,Tokyo Stock Exchange,9895,TYO:9895,
"JK Holdings Co.,Ltd.",Tokyo Stock Exchange,9896,TYO:9896,
SAKHA DIAMOND Corp.,Tokyo Stock Exchange,9898,TYO:9898,
"Jolly-Pasta CO.,LTD.",Tokyo Stock Exchange,9899,TYO:9899,
"SAGAMI CHAIN CO.,LTD.",Tokyo Stock Exchange,9900,TYO:9900,
NICHIDEN Corporation,Tokyo Stock Exchange,9902,TYO:9902,
"KANSEKI CO.,LTD",Tokyo Stock Exchange,9903,TYO:9903,
"Verite Co.,Ltd.",Tokyo Stock Exchange,9904,TYO:9904,
Fujii Sangyo Corporation,Tokyo Stock Exchange,9906,TYO:9906,
"NIHON DENKEI CO.,LTD",Tokyo Stock Exchange,9908,TYO:9908,
AIKO CORPORATION,Tokyo Stock Exchange,9909,TYO:9909,
NIPPO LTD.,Tokyo Stock Exchange,9913,TYO:9913,
"Uematsu Shokai Co.,Ltd.",Tokyo Stock Exchange,9914,TYO:9914,
KANSAI SUPER MARKET LTD.,Tokyo Stock Exchange,9919,TYO:9919,
"WATT MANN CO.,LTD.",Tokyo Stock Exchange,9927,TYO:9927,
"MIROKU JYOHO SERVICE CO.,LTD.",Tokyo Stock Exchange,9928,TYO:9928,
"HEIWA PAPER CO.,LTD.",Tokyo Stock Exchange,9929,TYO:9929,
"KITAZAWA SANGYO CO.,LTD.",Tokyo Stock Exchange,9930,TYO:9930,
"SUGIMOTO & CO.,LTD.",Tokyo Stock Exchange,9932,TYO:9932,
"INABA DENKISANGYO CO.,LTD.",Tokyo Stock Exchange,9934,TYO:9934,
OHSHO FOOD SERVICE CORP.,Tokyo Stock Exchange,9936,TYO:9936,
"TAIYO BUSSAN KAISHA,LTD.",Tokyo Stock Exchange,9941,TYO:9941,
"COCO'S JAPAN CO.,LTD.",Tokyo Stock Exchange,9943,TYO:9943,
"PLENUS Co.,Ltd.",Tokyo Stock Exchange,9945,TYO:9945,
"MINISTOP CO.,LTD.",Tokyo Stock Exchange,9946,TYO:9946,
"ARCS COMPANY,LIMITED",Tokyo Stock Exchange,9948,TYO:9948,
"HACHI-BAN CO.,LTD.",Tokyo Stock Exchange,9950,TYO:9950,
"THE YONKYU CO.,LTD.",Tokyo Stock Exchange,9955,TYO:9955,
"VALOR HOLDINGS CO.,LTD.",Tokyo Stock Exchange,9956,TYO:9956,
"VITEC HOLDINGS CO.,LTD.",Tokyo Stock Exchange,9957,TYO:9957,
"ASEED HOLDINGS CO.,LTD.",Tokyo Stock Exchange,9959,TYO:9959,
TOTECH CORPORATION,Tokyo Stock Exchange,9960,TYO:9960,
MISUMI Group Inc.,Tokyo Stock Exchange,9962,TYO:9962,
ITEC CORPORATION,Tokyo Stock Exchange,9964,TYO:9964,
FUJIKYU CORPORATION,Tokyo Stock Exchange,9966,TYO:9966,
"SAKAI TRADING CO.,LTD.",Tokyo Stock Exchange,9967,TYO:9967,
"SHOKUBUN CO.,LTD.",Tokyo Stock Exchange,9969,TYO:9969,
"ALTECH CO.,LTD.",Tokyo Stock Exchange,9972,TYO:9972,
"Kozosushi Co.,LTD.",Tokyo Stock Exchange,9973,TYO:9973,
"Belc CO.,LTD.",Tokyo Stock Exchange,9974,TYO:9974,
"SEKICHU CO.,LTD",Tokyo Stock Exchange,9976,TYO:9976,
"Aoki Super Co.,LTD.",Tokyo Stock Exchange,9977,TYO:9977,
"BUNKYODO GROUP HOLDINGS CO.,LTD.",Tokyo Stock Exchange,9978,TYO:9978,
DAISYO CORPORATION,Tokyo Stock Exchange,9979,TYO:9979,
"MARUKO CO.,LTD.",Tokyo Stock Exchange,9980,TYO:9980,
"Takihyo Co.,Ltd.",Tokyo Stock Exchange,9982,TYO:9982,
"FAST RETAILING CO.,LTD.",Tokyo Stock Exchange,9983,TYO:9983,
SoftBank Group Corp.,Tokyo Stock Exchange,9984,TYO:9984,
"ZAOH COMPANY,LTD.",Tokyo Stock Exchange,9986,TYO:9986,
"SUZUKEN CO.,LTD.",Tokyo Stock Exchange,9987,TYO:9987,
"SUNDRUG CO.,LTD.",Tokyo Stock Exchange,9989,TYO:9989,
SAC'S BAR HOLDINGS INC.,Tokyo Stock Exchange,9990,TYO:9990,
GECOSS CORPORATION,Tokyo Stock Exchange,9991,TYO:9991,
"RIKENGREEN CO.,LTD.",Tokyo Stock Exchange,9992,TYO:9992,
"YAMAZAWA CO.,LTD.",Tokyo Stock Exchange,9993,TYO:9993,
YAMAYA CORPORATION,Tokyo Stock Exchange,9994,TYO:9994,
"RENESAS EASTON Co.,Ltd.",Tokyo Stock Exchange,9995,TYO:9995,
"Satoh&Co.,Ltd.",Tokyo Stock Exchange,9996,TYO:9996,
"BELLUNA CO.,LTD.",Tokyo Stock Exchange,9997,TYO:9997,
